thread_id,relation_type,confidence,parent_row,child_row,parent_no,child_no,parent_delivery_time,child_delivery_time,subject_norm,below_threshold
thread_0,heuristic,0.56,5776,5777,5777,5778,2025-05-06T04:24:10+04:00,2025-05-11T10:58:12+04:00,AUTOMATIC REPLY: [HVDC-JOPETWIL-71] (TRIP-51) SAILAWAY SURVEY - MW4 TARGET JETTY MUSSAFAH,False
thread_0,heuristic,0.95,5776,5778,5777,5779,2025-05-06T04:24:10+04:00,2025-05-11T13:39:50+04:00,[HVDC-JOPETWIL-71] (TRIP-51) SAILAWAY SURVEY - MW4 TARGET JETTY MUSSAFAH,False
thread_0,heuristic,0.59,5777,5779,5778,5780,2025-05-11T10:58:12+04:00,2025-05-12T13:44:28+04:00,[HVDC-JOPETWIL-71] (TRIP-53) SAILAWAY SURVEY - MW4 TARGET JETTY MUSSAFAH,False
thread_0,heuristic,0.59,5779,5780,5780,5781,2025-05-12T13:44:28+04:00,2025-05-14T09:08:50+04:00,AUTOMATIC REPLY: [HVDC-JOPETWIL-71] (TRIP-54) SAILAWAY SURVEY - MW4 TARGET JETTY MUSSAFAH,False
thread_0,heuristic,0.59,5780,5781,5781,5782,2025-05-14T09:08:50+04:00,2025-05-14T14:17:10+04:00,[HVDC-JOPETWIL-71] (TRIP-54) SAILAWAY SURVEY - MW4 TARGET JETTY MUSSAFAH,False
thread_0,heuristic,0.5,5781,10488,5782,10489,2025-05-14T14:17:10+04:00,2025-07-14T09:22:36+04:00,[HVDC-JOPETWIL-71] (TRIP-55) SAILAWAY SURVEY - MW4 TARGET JETTY MUSSAFAH,True
thread_0,heuristic,0.58,10488,10489,10489,10490,2025-07-14T09:22:36+04:00,2025-07-16T14:58:05+04:00,[HVDC-JOPETWIL-71] (TRIP-56) SAILAWAY SURVEY - MW4 TARGET JETTY MUSSAFAH,False
thread_0,heuristic,0.68,10488,8409,10489,8410,2025-07-14T09:22:36+04:00,2025-07-16T16:58:47+04:00,[HVDC-JOPETWIL-71] (TRIP-55) SAILAWAY SURVEY - MW4 TARGET JETTY MUSSAFAH,False
thread_0,heuristic,0.59,10489,10490,10490,10491,2025-07-16T14:58:05+04:00,2025-07-18T11:10:44+04:00,[HVDC-JOPETWIL-71] (TRIP-57) SAILAWAY SURVEY - MW4 TARGET JETTY MUSSAFAH_REVISED TO 21 JULY,False
thread_0,heuristic,0.68,10489,8505,10490,8506,2025-07-16T14:58:05+04:00,2025-07-19T14:47:00+04:00,[HVDC-JOPETWIL-71] (TRIP-56) SAILAWAY SURVEY - MW4 TARGET JETTY MUSSAFAH,False
thread_0,heuristic,0.58,10490,10491,10491,10492,2025-07-18T11:10:44+04:00,2025-07-20T13:07:15+04:00,[HVDC-JOPETWIL-71] (TRIP-57) SAILAWAY SURVEY - MW4 TARGET JETTY MUSSAFAH_REVISED TO 22 JULY,False
thread_0,heuristic,0.69,10491,9135,10492,9136,2025-07-20T13:07:15+04:00,2025-07-21T04:48:00+04:00,[HVDC-JOPETWIL-71] (TRIP-57) SAILAWAY SURVEY - MW4 TARGET JETTY MUSSAFAH_REVISED TO 22 JULY,False
thread_0,heuristic,0.95,10491,10492,10492,10493,2025-07-20T13:07:15+04:00,2025-07-21T04:52:51+04:00,[HVDC-JOPETWIL-71] (TRIP-57) SAILAWAY SURVEY - MW4 TARGET JETTY MUSSAFAH_REVISED TO 22 JULY,False
thread_0,heuristic,0.69,9135,9140,9136,9141,2025-07-21T04:48:00+04:00,2025-07-22T13:09:33.691000+04:00,[HVDC-JOPETWIL-71] (TRIP-57) SAILAWAY SURVEY - MW4 TARGET JETTY MUSSAFAH_REVISED TO 22 JULY,False
thread_0,heuristic,0.59,10492,10493,10493,10494,2025-07-21T04:52:51+04:00,2025-07-22T14:07:02+04:00,[HVDC-JOPETWIL-71] (TRIP-57) SAILAWAY SURVEY - MW4 TARGET JETTY MUSSAFAH_REVISED TO 23 JULY,False
thread_0,heuristic,0.59,10493,10494,10494,10495,2025-07-22T14:07:02+04:00,2025-07-23T13:50:29+04:00,[HVDC-JOPETWIL-71] (TRIP-57) SAILAWAY SURVEY - MW4 TARGET JETTY MUSSAFAH_REVISED TO 24 JULY,False
thread_0,heuristic,0.69,10494,8791,10495,8792,2025-07-23T13:50:29+04:00,2025-07-24T14:13:50+04:00,[HVDC-JOPETWIL-71] (TRIP-57) SAILAWAY SURVEY - MW4 TARGET JETTY MUSSAFAH_REVISED TO 24 JULY,False
thread_0,heuristic,0.29,8791,8830,8792,8831,2025-07-24T14:13:50+04:00,2025-07-25T11:39:08+04:00,AUTOMATIC REPLY: [HVDC-JOPETWIL-71] (TRIP-58) SAILAWAY SURVEY - MW4 TARGET JETTY MUSSAFAH_REVISED TO 27 JULY,True
thread_0,heuristic,0.59,10494,10495,10495,10496,2025-07-23T13:50:29+04:00,2025-07-25T11:44:03+04:00,[HVDC-JOPETWIL-71] (TRIP-58) SAILAWAY SURVEY - MW4 TARGET JETTY MUSSAFAH_REVISED TO 27 JULY,False
thread_0,heuristic,0.68,10495,8893,10496,8894,2025-07-25T11:44:03+04:00,2025-07-27T14:46:41+04:00,[HVDC-JOPETWIL-71] (TRIP-58) SAILAWAY SURVEY - MW4 TARGET JETTY MUSSAFAH_REVISED TO 27 JULY,False
thread_0,heuristic,0.29,8893,8961,8894,8962,2025-07-27T14:46:41+04:00,2025-07-28T11:48:26+04:00,배달되지 않음: RE: [HVDC-JOPETWIL-71] – TRIP-59 SAILAWAY SURVEY / MW4 TARGET JETTY MUSSAFAH _REVISED DATE: 29 JULY 2025,True
thread_0,heuristic,0.57,10495,10496,10496,10497,2025-07-25T11:44:03+04:00,2025-07-28T11:59:47+04:00,[HVDC-JOPETWIL-71] – TRIP-59 SAILAWAY SURVEY / MW4 TARGET JETTY MUSSAFAH _REVISED DATE: 29 JULY 2025,False
thread_0,heuristic,0.69,10496,9040,10497,9041,2025-07-28T11:59:47+04:00,2025-07-29T15:06:47+04:00,[HVDC-JOPETWIL-71] – TRIP-59 SAILAWAY SURVEY / MW4 TARGET JETTY MUSSAFAH _REVISED DATE: 29 JULY 2025,False
thread_0,heuristic,0.58,8961,9101,8962,9102,2025-07-28T11:48:26+04:00,2025-07-30T12:27:14+04:00,배달되지 않음: [HVDC-JOPETWIL-71] – TRIP-60 SAILAWAY SURVEY / MW4 TARGET JETTY MUSSAFAH _1ST AUGUST,False
thread_0,heuristic,0.58,10496,10497,10497,10498,2025-07-28T11:59:47+04:00,2025-07-30T13:03:32+04:00,[HVDC-JOPETWIL-71] – TRIP-60 SAILAWAY SURVEY / MW4 TARGET JETTY MUSSAFAH _1ST AUGUST,False
thread_0,heuristic,0.58,9101,13502,9102,13503,2025-07-30T12:27:14+04:00,2025-08-01T12:33:04+04:00,배달되지 않음: [HVDC-JOPETWIL-71] – TRIP-61 SAILAWAY SURVEY / MW4 TARGET JETTY MUSSAFAH _4 AUGUST,False
thread_0,heuristic,0.58,10497,12983,10498,12984,2025-07-30T13:03:32+04:00,2025-08-01T13:25:19+04:00,[HVDC-JOPETWIL-71] – TRIP-61 SAILAWAY SURVEY / MW4 TARGET JETTY MUSSAFAH _4 AUGUST,False
thread_0,heuristic,0.68,10497,12384,10498,12385,2025-07-30T13:03:32+04:00,2025-08-01T14:38:30+04:00,[HVDC-JOPETWIL-71] – TRIP-60 SAILAWAY SURVEY / MW4 TARGET JETTY MUSSAFAH _1ST AUGUST,False
thread_0,heuristic,0.58,13502,13503,13503,13504,2025-08-01T12:33:04+04:00,2025-08-03T13:11:22+04:00,배달되지 않음: RE: [HVDC-JOPETWIL-71] – TRIP-61 SAILAWAY SURVEY / MW4 TARGET JETTY MUSSAFAH _4 AUGUST,False
thread_0,heuristic,0.56,13503,13504,13504,13505,2025-08-03T13:11:22+04:00,2025-08-08T09:21:59+04:00,배달되지 않음: RE: [HVDC-JOPETWIL-71] – TRIP-61 SAILAWAY SURVEY / MW4 TARGET JETTY MUSSAFAH _10 AUGUST,False
thread_0,heuristic,0.5,10495,12984,10496,12985,2025-07-25T11:44:03+04:00,2025-08-08T09:38:50+04:00,[HVDC-JOPETWIL-71] – TRIP-61 SAILAWAY SURVEY / MW4 TARGET JETTY MUSSAFAH _10 AUGUST,False
thread_0,heuristic,0.95,12984,12985,12985,12986,2025-08-08T09:38:50+04:00,2025-08-10T17:23:45+04:00,[HVDC-JOPETWIL-71] – TRIP-61 SAILAWAY SURVEY / MW4 TARGET JETTY MUSSAFAH _10 AUGUST,False
thread_0,heuristic,0.95,13504,13505,13505,13506,2025-08-08T09:21:59+04:00,2025-08-11T05:20:28+04:00,배달되지 않음: RE: [HVDC-JOPETWIL-71] – TRIP-61 SAILAWAY SURVEY / MW4 TARGET JETTY MUSSAFAH _10 AUGUST,False
thread_0,heuristic,0.95,12984,12986,12985,12987,2025-08-08T09:38:50+04:00,2025-08-11T05:45:54+04:00,[HVDC-JOPETWIL-71] – TRIP-61 SAILAWAY SURVEY / MW4 TARGET JETTY MUSSAFAH _10 AUGUST,False
thread_0,heuristic,0.9,12984,12988,12985,12989,2025-08-08T09:38:50+04:00,2025-08-21T05:27:41+04:00,[HVDC-JOPETWIL-71] – TRIP-61 SAILAWAY SURVEY / MW4 TARGET JETTY MUSSAFAH _10 AUGUST,False
thread_0,heuristic,0.69,12988,15378,12989,15379,2025-08-21T05:27:41+04:00,2025-08-21T06:00:07+04:00,[HVDC-JOPETWIL-71] – TRIP-61 SAILAWAY SURVEY / MW4 TARGET JETTY MUSSAFAH _10 AUGUST,False
thread_0,heuristic,0.5,15378,15325,15379,15326,2025-08-21T06:00:07+04:00,2025-08-28T04:35:35+04:00,– TRIP-62 SAILAWAY SURVEY / MW4 TARGET JETTY MUSSAFAH _1ST SEP,False
thread_0,heuristic,0.29,15325,12987,15326,12988,2025-08-28T04:35:35+04:00,2025-08-28T04:42:26+04:00,[HVDC-JOPETWIL-71] – TRIP-62 SAILAWAY SURVEY / MW4 TARGET JETTY MUSSAFAH _1ST SEP,True
thread_0,heuristic,0.56,15325,17784,15326,17785,2025-08-28T04:35:35+04:00,2025-09-01T13:31:39+04:00,– TRIP-63 SAILAWAY SURVEY / MW4 TARGET JETTY MUSSAFAH _4ST SEP,False
thread_0,heuristic,0.56,12987,19817,12988,19818,2025-08-28T04:42:26+04:00,2025-09-01T15:13:53+04:00,[HVDC-JOPETWIL-71] – TRIP-63 SAILAWAY SURVEY / MW4 TARGET JETTY MUSSAFAH _4ST SEP,False
thread_0,heuristic,0.58,17784,17766,17785,17767,2025-09-01T13:31:39+04:00,2025-09-04T06:45:51+04:00,– TRIP-64 SAILAWAY SURVEY / MW4 TARGET JETTY MUSSAFAH _7TH SEP,False
thread_0,heuristic,0.29,17766,15842,17767,15843,2025-09-04T06:45:51+04:00,2025-09-04T07:02:10+04:00,[HVDC-JOPETWIL-71] – TRIP-64 SAILAWAY SURVEY / MW4 TARGET JETTY MUSSAFAH _7TH SEP,True
thread_0,heuristic,0.69,15842,17762,15843,17763,2025-09-04T07:02:10+04:00,2025-09-04T13:41:35+04:00,[HVDC-JOPETWIL-71] – TRIP-64 SAILAWAY SURVEY / MW4 TARGET JETTY MUSSAFAH _7TH SEP,False
thread_0,heuristic,0.68,19817,15809,19818,15810,2025-09-01T15:13:53+04:00,2025-09-04T14:11:47+04:00,[HVDC-JOPETWIL-71] – TRIP-63 SAILAWAY SURVEY / MW4 TARGET JETTY MUSSAFAH _4ST SEP,False
thread_0,heuristic,0.95,15842,15745,15843,15746,2025-09-04T07:02:10+04:00,2025-09-07T10:25:57+04:00,[HVDC-JOPETWIL-71] – TRIP-64 SAILAWAY SURVEY / MW4 TARGET JETTY MUSSAFAH _7TH SEP,False
thread_0,heuristic,0.57,17762,17744,17763,17745,2025-09-04T13:41:35+04:00,2025-09-08T07:05:51+04:00,– TRIP-65 SAILAWAY SURVEY / MW4 TARGET JETTY MUSSAFAH _10TH SEP,False
thread_0,heuristic,0.59,15745,15693,15746,15694,2025-09-07T10:25:57+04:00,2025-09-08T07:14:40+04:00,[HVDC-JOPETWIL-71] – TRIP-65 SAILAWAY SURVEY / MW4 TARGET JETTY MUSSAFAH _10TH SEP,False
thread_0,heuristic,0.29,15693,15690,15694,15691,2025-09-08T07:14:40+04:00,2025-09-08T07:55:22+04:00,[HVDC-JOPETWIL-71] – GLOBAL MARITIME - CONDITION SURVEY - CONCRETE DEBRIS TRANSPORT (AL-GHALLAN ISLAND TO ABU DHABI - MW4) (PROPOSAL),True
thread_0,heuristic,0.95,15842,15651,15843,15652,2025-09-04T07:02:10+04:00,2025-09-08T15:52:11+04:00,[HVDC-JOPETWIL-71] – TRIP-64 SAILAWAY SURVEY / MW4 TARGET JETTY MUSSAFAH _7TH SEP,False
thread_0,heuristic,0.59,17744,17733,17745,17734,2025-09-08T07:05:51+04:00,2025-09-09T03:34:48+04:00,[HVDC-JOPETWIL-71] – TRIP-65 SAILAWAY SURVEY / MW4 TARGET JETTY MUSSAFAH _11TH SEP,False
thread_0,heuristic,0.69,15690,17732,15691,17733,2025-09-08T07:55:22+04:00,2025-09-09T04:05:01+04:00,[HVDC-JOPETWIL-71] – GLOBAL MARITIME - CONDITION SURVEY - CONCRETE DEBRIS TRANSPORT (AL-GHALLAN ISLAND TO ABU DHABI - MW4) (PROPOSAL),False
thread_0,heuristic,0.69,17733,15636,17734,15637,2025-09-09T03:34:48+04:00,2025-09-09T04:27:26+04:00,[HVDC-JOPETWIL-71] – TRIP-65 SAILAWAY SURVEY / MW4 TARGET JETTY MUSSAFAH _11TH SEP,False
thread_0,heuristic,0.69,17732,19816,17733,19817,2025-09-09T04:05:01+04:00,2025-09-09T11:21:35+04:00,[HVDC-JOPETWIL-71] – GLOBAL MARITIME - CONDITION SURVEY - CONCRETE DEBRIS TRANSPORT (AL-GHALLAN ISLAND TO ABU DHABI - MW4) (PROPOSAL),False
thread_0,heuristic,0.28,19816,19890,19817,19891,2025-09-09T11:21:35+04:00,2025-09-11T12:58:40+04:00,– TRIP-65 SAILAWAY SURVEY / MW4 TARGET JETTY MUSAFFAH _11 SEP 25,True
thread_0,heuristic,0.95,19816,19818,19817,19819,2025-09-09T11:21:35+04:00,2025-09-13T08:19:07+04:00,[HVDC-JOPETWIL-71] – GLOBAL MARITIME - CONDITION SURVEY - CONCRETE DEBRIS TRANSPORT (AL-GHALLAN ISLAND TO ABU DHABI - MW4) (PROPOSAL),False
thread_0,heuristic,0.95,17732,17806,17733,17807,2025-09-09T04:05:01+04:00,2025-09-14T03:56:21+04:00,[HVDC-JOPETWIL-71] – GLOBAL MARITIME - CONDITION SURVEY - CONCRETE DEBRIS TRANSPORT (AL-GHALLAN ISLAND TO ABU DHABI - MW4) (PROPOSAL),False
thread_0,heuristic,0.28,17806,16467,17807,16468,2025-09-14T03:56:21+04:00,2025-09-16T11:15:57+04:00,AUTOMATIC REPLY: [HVDC-JOPETWIL-71] – TRIP-66 SAILAWAY SURVEY / MW4 TARGET JETTY MUSSAFAH _16 SEP,True
thread_0,heuristic,0.29,16467,19819,16468,19820,2025-09-16T11:15:57+04:00,2025-09-16T11:21:36+04:00,[HVDC-JOPETWIL-71] – TRIP-66 SAILAWAY SURVEY / MW4 TARGET JETTY MUSSAFAH _16 SEP,True
thread_0,heuristic,0.56,19890,19893,19891,19894,2025-09-11T12:58:40+04:00,2025-09-16T12:43:55+04:00,– TRIP-66 SAILAWAY SURVEY / MW4 TARGET JETTY MUSAFFAH _16 SEP 25,False
thread_0,heuristic,0.29,19893,17688,19894,17689,2025-09-16T12:43:55+04:00,2025-09-17T10:04:34.017000+04:00,[HVDC-JOPETWIL-71] – TRIP-67 SAILAWAY SURVEY / MW4 TARGET JETTY MUSSAFAH _19 SEP,True
thread_0,heuristic,0.69,17688,19820,17689,19821,2025-09-17T10:04:34.017000+04:00,2025-09-17T10:10:37+04:00,[HVDC-JOPETWIL-71] – TRIP-67 SAILAWAY SURVEY / MW4 TARGET JETTY MUSSAFAH _19 SEP,False
thread_0,heuristic,0.59,19820,19821,19821,19822,2025-09-17T10:10:37+04:00,2025-09-19T06:06:15+04:00,[HVDC-JOPETWIL-71] – TRIP-68 SAILAWAY SURVEY / MW4 TARGET JETTY MUSSAFAH _21 SEP 2025,False
thread_0,heuristic,0.56,17688,17690,17689,17691,2025-09-17T10:04:34.017000+04:00,2025-09-21T13:15:14.390000+04:00,[HVDC-JOPETWIL-71] – TRIP-68 SAILAWAY SURVEY / MW4 TARGET JETTY MUSSAFAH _22 SEP 2025,False
thread_0,heuristic,0.69,17690,19822,17691,19823,2025-09-21T13:15:14.390000+04:00,2025-09-21T13:37:59+04:00,[HVDC-JOPETWIL-71] – TRIP-68 SAILAWAY SURVEY / MW4 TARGET JETTY MUSSAFAH _22 SEP 2025,False
thread_0,heuristic,0.56,17690,17705,17691,17706,2025-09-21T13:15:14.390000+04:00,2025-09-26T12:35:11.233000+04:00,– TRIP-69 SAILAWAY SURVEY / MW4 TARGET JETTY MUSSAFAH _28 SEP,False
thread_0,heuristic,0.29,17705,17259,17706,17260,2025-09-26T12:35:11.233000+04:00,2025-09-26T13:18:58+04:00,[HVDC-JOPETWIL-71] – TRIP-69 SAILAWAY SURVEY / MW4 TARGET JETTY MUSSAFAH _28 SEP,True
thread_0,heuristic,0.59,17705,17708,17706,17709,2025-09-26T12:35:11.233000+04:00,2025-09-28T06:04:30.831000+04:00,[HVDC-JOPETWIL-71] – TRIP-70 SAILAWAY SURVEY / MW4 TARGET JETTY MUSSAFAH _30 SEP 2025,False
thread_0,heuristic,0.5,19819,19823,19820,19824,2025-09-16T11:21:36+04:00,2025-09-28T06:04:57+04:00,AUTOMATIC REPLY: [HVDC-JOPETWIL-71] – TRIP-70 SAILAWAY SURVEY / MW4 TARGET JETTY MUSSAFAH _30 SEP 2025,False
thread_0,heuristic,0.69,17708,17323,17709,17324,2025-09-28T06:04:30.831000+04:00,2025-09-28T08:56:32+04:00,[HVDC-JOPETWIL-71] – TRIP-70 SAILAWAY SURVEY / MW4 TARGET JETTY MUSSAFAH _30 SEP 2025,False
thread_0,heuristic,0.95,17259,17345,17260,17346,2025-09-26T13:18:58+04:00,2025-09-28T14:18:05+04:00,[HVDC-JOPETWIL-71] – TRIP-69 SAILAWAY SURVEY / MW4 TARGET JETTY MUSSAFAH _28 SEP,False
thread_0,heuristic,0.95,17323,17532,17324,17533,2025-09-28T08:56:32+04:00,2025-09-30T11:38:27+04:00,[HVDC-JOPETWIL-71] – TRIP-70 SAILAWAY SURVEY / MW4 TARGET JETTY MUSSAFAH _30 SEP 2025,False
thread_0,heuristic,0.29,17532,20718,17533,20719,2025-09-30T11:38:27+04:00,2025-10-01T03:48:19+04:00,[HVDC-JOPETWIL-71] ? TRIP-69 SAILAWAY SURVEY / OBSERVATIONS,True
thread_0,heuristic,0.29,20718,20681,20719,20682,2025-10-01T03:48:19+04:00,2025-10-01T05:30:05+04:00,메일 전송에 실패하였습니다.,True
thread_0,heuristic,0.29,20681,20660,20682,20661,2025-10-01T05:30:05+04:00,2025-10-01T06:04:37+04:00,[HVDC-JOPETWIL-71] – REPAIR REQUEST BASED ON SURVEYOR OBSERVATION_01 OCT,True
thread_0,heuristic,0.95,17323,21023,17324,21024,2025-09-28T08:56:32+04:00,2025-10-03T12:56:15+04:00,[HVDC-JOPETWIL-71] – TRIP-70 SAILAWAY SURVEY / MW4 TARGET JETTY MUSSAFAH _30 SEP 2025,False
thread_1,heuristic,0.29,16,472,17,473,2024-10-01T11:58:15+04:00,2024-10-02T07:09:56+04:00,"ALS - REQUEST FOR QUOTATION ""OUTDOOR YARD (VP-24 : 4000SQM)",True
thread_1,heuristic,0.95,16,30,17,31,2024-10-01T11:58:15+04:00,2024-10-02T12:54:45+04:00,"[HVDC] ALS - REQUEST FOR QUOTATION ""OUTDOOR YARD (VP-24 : 4000SQM)",False
thread_1,heuristic,0.95,472,473,473,474,2024-10-02T07:09:56+04:00,2024-10-03T05:51:17+04:00,"ALS - REQUEST FOR QUOTATION ""OUTDOOR YARD (VP-24 : 4000SQM)",False
thread_1,heuristic,0.66,473,480,474,481,2024-10-03T05:51:17+04:00,2024-10-09T05:39:43+04:00,"ALS - REQUEST FOR QUOTATION ""OUTDOOR YARD (VP-24 : 4000SQM)",False
thread_1,heuristic,0.69,480,57,481,58,2024-10-09T05:39:43+04:00,2024-10-09T06:54:28+04:00,"ALS - REQUEST FOR QUOTATION ""OUTDOOR YARD (VP-24 : 4000SQM)",False
thread_1,heuristic,0.9,472,477,473,478,2024-10-02T07:09:56+04:00,2024-10-10T06:37:58+04:00,"ALS - REQUEST FOR QUOTATION ""OUTDOOR YARD (VP-24 : 4000SQM)",False
thread_1,heuristic,0.5,57,203,58,204,2024-10-09T06:54:28+04:00,2024-10-22T06:53:10+04:00,HANDOVER CERTIFICATE - OUTDOOR YARD (VP-24 : 4000SQM),False
